City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
330,santa rita,-7.1139,-34.9781,74.066,94,20,2.06,BR,1698041623
331,karratha,-20.7377,116.8463,84.11000000000008,58,23,4.91,AU,1698041623
332,baise city,23.8997,106.6133,82.41800000000009,55,8,1.76,CN,1698041623
333,kimbe,-5.5502,150.1429,80.43800000000005,89,89,0.83,PG,1698041624
334,qujing,25.4833,103.7833,69.09800000000003,61,84,5.75,CN,1698041474
335,maragogi,-9.0122,-35.2225,74.67800000000007,76,15,2.47,BR,1698041624
336,praia da vitoria,38.7333,-27.0667,64.76000000000008,82,40,4.01,PT,1698041624
337,sao vicente,-23.9631,-46.3919,73.58000000000004,26,87,1.03,BR,1698041624
338,nanao,37.05,136.9667,65.93000000000004,68,99,1.68,JP,1698041624
339,zhezqazghan,47.7833,67.7667,32.57600000000009,64,75,3.0,KZ,1698041625
340,mitu,1.1983,-70.1733,69.89000000000001,99,100,0.84,CO,1698041625
341,broken hill,-31.95,141.4333,77.36000000000008,16,1,3.5,AU,1698041625
342,hammerfest,70.6634,23.6821,34.25,64,75,2.57,NO,1698041625
343,brigantine,39.4101,-74.3646,50.018000000000086,71,0,3.6,US,1698041625
344,zalingei,12.9096,23.4741,77.234,23,15,1.83,SD,1698041625
345,zouerate,22.7187,-12.4521,69.81800000000008,77,2,3.82,MR,1698041626
346,namdrik,5.5994,168.1028,84.092,71,95,1.96,MH,1698041626
347,xilin hot,43.9667,116.0333,59.432000000000016,22,46,7.39,CN,1698041626
348,northam,51.0333,-4.2167,53.258,94,100,6.72,GB,1698041626
349,zeya,53.75,127.2667,39.97400000000001,46,100,1.64,RU,1698041626
350,makueni boma,-1.8041,37.6203,70.19600000000005,57,68,1.75,KE,1698041626
351,nadym,65.5333,72.5167,28.544000000000075,92,82,5.0,RU,1698041627
352,villa gesell,-37.2639,-56.973,57.398000000000025,98,100,5.39,AR,1698041627
353,kapa'a,22.0752,-159.319,78.78200000000001,83,75,5.66,US,1698041627
354,cabo san lucas,22.8909,-109.9124,80.76200000000006,80,20,5.81,MX,1698041627
355,barcelos,41.5388,-8.6151,58.838000000000044,91,100,0.92,PT,1698041353
356,kedrovyy,56.1667,91.8167,46.814000000000036,79,100,7.23,RU,1698041539
357,baryshivka,50.361,31.3217,57.452000000000076,74,2,7.55,UA,1698041628
358,gargalianoi,37.0667,21.6333,66.36200000000005,75,39,2.19,GR,1698041628
359,callaway,30.153,-85.5699,68.0,98,0,0.0,US,1698041628
360,rio pardo de minas,-15.6097,-42.5397,63.733999999999995,95,51,2.97,BR,1698041628
361,egilsstadir,65.2653,-14.3948,39.110000000000085,93,100,3.6,IS,1698041628
362,conceicao da barra,-18.5933,-39.7322,72.32000000000006,78,100,2.11,BR,1698041629
363,camarinas,43.1311,-9.1817,55.18399999999999,77,99,3.25,ES,1698041629
364,mirnyy,62.5353,113.9611,30.236000000000068,80,99,7.15,RU,1698041405
365,huai khot,15.2909,99.6166,86.18000000000004,66,49,2.37,TH,1698041629
366,severo-yeniseyskiy,60.3725,93.0408,32.9,76,100,6.95,RU,1698041629
367,waingapu,-9.6567,120.2641,80.49199999999999,77,9,5.24,ID,1698041629
368,lagunas,-5.2269,-75.6753,73.14800000000002,87,90,0.86,PE,1698041630
369,dundaga,57.5167,22.35,46.022000000000034,85,100,3.46,LV,1698041630
370,taroudant,30.4703,-8.877,65.28200000000001,78,97,0.3,MA,1698041630
371,lhokseumawe,5.1801,97.1507,82.32800000000006,77,99,4.19,ID,1698041630
372,molchanovo,57.5817,83.7692,33.602000000000075,97,100,5.84,RU,1698041630
373,calvi,42.5,8.8333,54.23000000000004,63,0,3.09,FR,1698041631
374,touros,-5.1989,-35.4608,75.05600000000003,88,91,4.24,BR,1698041375
375,karasburg,-28.0167,18.75,68.32400000000001,32,6,2.96,NA,1698041631
376,kavieng,-2.5744,150.7967,83.91200000000006,72,97,3.7,PG,1698041631
377,sitka,57.0531,-135.33,32.0,54,59,2.28,US,1698041631
378,batouri,4.4333,14.3667,70.17800000000007,97,92,0.85,CM,1698041631
379,amuntai,-2.4177,115.2494,92.04800000000003,51,99,1.15,ID,1698041459
380,sile,41.1754,29.6133,70.46600000000001,65,13,2.67,TR,1698041632
381,saipan,15.1355,145.701,88.50200000000008,70,40,7.2,MP,1698041632
382,rocha,-34.4833,-54.3333,65.82200000000003,99,100,1.33,UY,1698041632
383,vila velha,-20.3297,-40.2925,67.94600000000005,97,100,1.03,BR,1698041632
384,poronaysk,49.2167,143.1167,42.29600000000005,50,49,4.58,RU,1698041632
385,fedorovka,53.6314,62.7078,34.412000000000056,54,8,6.52,KZ,1698041633
386,puerto quijarro,-17.7833,-57.7667,80.99600000000005,49,81,0.45,BO,1698041633
387,glace bay,46.1969,-59.957,49.15400000000005,97,100,5.66,CA,1698041633
388,cole harbour,44.6724,-63.4751,47.714000000000034,92,100,6.17,CA,1698041633
389,fisterra,42.9049,-9.2629,55.022000000000034,77,97,3.17,ES,1698041633
390,new plymouth,-39.0667,174.0833,60.8,79,19,1.8,NZ,1698041518
391,badiyah,22.45,58.8,87.17000000000006,38,100,0.63,OM,1698041634
392,khovd,48.0056,91.6419,58.49600000000005,28,75,4.58,MN,1698041634
393,acarau,-2.8856,-40.12,79.77200000000003,79,54,10.1,BR,1698041634
394,richfield,44.8833,-93.283,53.168000000000085,79,100,3.6,US,1698041634
395,kurmuk,10.55,34.2833,74.03000000000004,83,100,1.76,SD,1698041634
396,yeosu,34.7546,127.6599,66.34400000000008,51,2,3.1,KR,1698041635
397,puerto aysen,-45.4,-72.7,43.30400000000005,89,0,1.16,CL,1698041635
398,moab,38.5733,-109.5498,60.854000000000056,28,7,3.21,US,1698041635
399,senanga,-16.1167,23.2667,81.68000000000004,41,19,2.54,ZM,1698041635
400,saldanha,-33.0117,17.9442,66.25400000000005,85,100,4.63,ZA,1698041635
401,betare oya,5.6,14.0833,69.35,93,100,1.08,CM,1698041635
402,pahrump,36.2083,-115.9839,67.316,40,0,5.36,US,1698041636
403,calama,-22.4667,-68.9333,56.498000000000026,45,47,1.86,CL,1698041457
404,puerto deseado,-47.7503,-65.8938,45.08600000000007,69,0,1.62,AR,1698041501
405,at taj,24.2049,23.2857,70.08800000000005,33,0,3.31,LY,1698041636
406,kachug,53.9606,105.8817,43.088000000000044,37,76,2.35,RU,1698041636
407,callao,-12.0667,-77.15,67.71200000000006,88,75,6.17,PE,1698041529
408,ozalp,38.6548,43.993,52.17800000000007,49,0,1.91,TR,1698041637
409,shingu,33.7333,135.9833,69.692,57,20,1.84,JP,1698041637
410,tuy hoa,13.0833,109.3,82.59800000000003,82,77,4.32,VN,1698041637
411,iranshahr,27.2025,60.6848,88.142,29,0,2.06,IR,1698041637
412,yaren,-0.5472,166.916,84.18200000000002,74,100,3.72,NR,1698041637
413,tokar,18.4254,37.729,90.08600000000007,56,9,5.85,SD,1698041638
414,tafuna,-14.3358,-170.72,82.34600000000005,74,75,4.63,AS,1698041638
415,namtsy,62.7161,129.6658,22.802000000000078,86,100,2.08,RU,1698041638
416,mount isa,-20.7333,139.5,100.16600000000001,9,0,2.57,AU,1698041638
417,swan hill,-35.3378,143.5544,76.92800000000007,14,12,3.48,AU,1698041638
418,phalodi,27.1333,72.3667,87.27800000000006,30,14,2.31,IN,1698041638
419,nouadhibou,20.931,-17.0347,73.38200000000002,88,0,3.6,MR,1698041639
420,utrik,11.2278,169.8474,78.81800000000008,86,100,7.67,MH,1698041639
421,kulunda,52.566,78.9385,35.83399999999999,54,100,11.52,RU,1698041639
422,daru,-9.0763,143.2092,79.84400000000008,62,75,4.37,PG,1698041639
423,anjozorobe,-18.4,47.8667,74.71400000000003,53,8,1.52,MG,1698041362
424,praya,14.9215,-23.5087,77.54000000000002,83,20,2.57,CV,1698041640
425,suleja,9.1758,7.1808,74.39000000000001,77,100,0.88,NG,1698041640
426,turaif,31.6725,38.6637,70.05200000000008,35,0,7.2,SA,1698041640
427,buturlino,55.5667,44.8974,35.99600000000005,93,100,4.79,RU,1698041640
428,catumbela,-12.4314,13.5472,75.32600000000009,83,82,1.38,AO,1698041640
429,grand baie,-20.0182,57.5802,82.45400000000005,66,14,4.02,MU,1698041640
430,yonggwang-up,40.0183,127.4547,67.28000000000004,41,71,1.55,KP,1698041641
431,usogorsk,63.4106,48.6872,30.758000000000003,77,99,4.21,RU,1698041641
432,twon-brass,4.3151,6.2418,74.858,98,100,1.42,NG,1698041641
433,forster,-32.1667,152.5167,72.28399999999999,54,0,4.23,AU,1698041641
434,sinabang,2.4803,96.3801,78.24199999999999,84,96,0.65,ID,1698041641
435,sumbawa besar,-8.5,117.4333,94.35200000000007,38,20,4.71,ID,1698041641
436,kadisehri,39.9957,35.7919,64.72400000000002,40,100,0.76,TR,1698041642
437,west gulfport,30.4041,-89.0942,64.4,97,0,0.0,US,1698041642
438,novosergiyevka,52.0934,53.6528,38.030000000000044,60,100,5.03,RU,1698041411
439,malanje,-9.5402,16.341,68.59400000000008,87,99,2.48,AO,1698041642
440,cadale,2.7603,46.3222,85.71200000000006,62,42,4.7,SO,1698041642
441,saudarkrokur,65.7461,-19.6394,33.674000000000014,83,93,1.23,IS,1698041643
442,aldinga beach,-35.2793,138.4604,82.20200000000008,52,97,5.09,AU,1698041643
443,derazhnya,49.2692,27.4338,54.59000000000002,76,27,5.7,UA,1698041643
444,beya,53.0533,90.9139,51.44000000000002,48,100,4.83,RU,1698041643
445,shahdad kot,27.8477,67.9055,90.98600000000008,28,6,0.98,PK,1698041416
446,xichang,27.8964,102.2634,70.88000000000004,56,14,1.33,CN,1698041371
447,porteirinha,-15.7433,-43.0283,68.108,82,28,3.24,BR,1698041644
448,benjamin constant,-4.3831,-70.0311,77.12600000000009,96,100,1.21,BR,1698041644
449,muisne,0.6,-80.0333,78.17000000000006,79,99,3.37,EC,1698041644
450,san jose del cabo,23.0589,-109.6977,80.74400000000007,88,11,0.45,MX,1698041644
451,mount pearl,47.5166,-52.7813,46.148000000000025,95,100,6.17,CA,1698041644
452,riosucio,5.4216,-75.7032,58.01000000000008,97,93,0.81,CO,1698041645
453,posse,-14.0931,-46.3694,75.56000000000009,51,61,2.67,BR,1698041645
454,antalaha,-14.9003,50.2788,78.54800000000003,63,90,0.62,MG,1698041645
455,errachidia,31.9275,-4.4285,62.65400000000005,48,0,2.57,MA,1698041645
456,seydi,39.4816,62.9137,62.00600000000003,61,86,2.47,TM,1698041645
457,tobelo,1.7284,128.0095,82.86800000000008,78,33,0.7,ID,1698041646
458,masindi port,1.6961,32.0861,70.07000000000006,91,100,0.68,UG,1698041646
459,olinda,-8.0089,-34.8553,78.53000000000004,73,40,3.09,BR,1698041646
460,north bend,43.4065,-124.2243,58.91000000000008,94,100,2.06,US,1698041646
461,chenaran,36.6455,59.1212,60.944000000000074,46,36,1.23,IR,1698041646
462,redding,40.5865,-122.3917,56.62400000000001,91,0,0.89,US,1698041567
463,lhasa,29.65,91.1,50.72000000000006,29,2,4.23,CN,1698041647
464,labuan,5.2767,115.2417,83.87600000000009,69,8,2.34,MY,1698041647
465,saint-joseph,-21.3667,55.6167,83.46200000000006,69,8,1.12,RE,1698041350
466,gorontalo,0.5412,123.0595,87.47600000000008,67,39,1.67,ID,1698041357
467,sao joao da barra,-21.6403,-41.0511,70.46600000000001,78,100,3.57,BR,1698041646
468,vorkuta,67.5,64.0,13.208000000000006,94,68,2.0,RU,1698041647
469,louisville,38.2542,-85.7594,46.958000000000006,83,0,0.0,US,1698041517
470,rio preto da eva,-2.6994,-59.6997,74.57000000000006,95,53,0.83,BR,1698041648
471,atafu village,-8.5421,-172.5159,84.41600000000001,71,59,5.03,TK,1698041648
472,pendencias,-5.26,-36.7222,72.91400000000003,85,94,2.52,BR,1698041648
473,aykhal,66.0,111.5,19.688000000000045,96,96,0.58,RU,1698041648
474,fada,9.5667,8.3,68.43200000000002,51,100,1.24,NG,1698041648
475,nova mayachka,46.6,33.2271,65.174,56,35,3.01,UA,1698041648
476,magadan,59.5667,150.8,34.28600000000007,96,100,3.57,RU,1698041649
477,thunder bay,48.4001,-89.3168,42.78200000000002,93,100,1.03,CA,1698041530
478,muravlenko,63.7898,74.523,29.06600000000001,73,74,7.46,RU,1698041649
479,sibolga,1.7427,98.7792,82.81400000000004,76,91,2.24,ID,1698041649
480,bowen,-20.0167,148.2333,82.11200000000005,49,4,4.19,AU,1698041649
481,manay,7.215,126.5397,84.39800000000002,76,76,1.95,PH,1698041649
482,marsh harbour,26.5412,-77.0636,78.87200000000004,59,100,1.02,BS,1698041650
483,batticaloa,7.7102,81.6924,83.984,67,98,1.31,LK,1698041650
484,binuangan,8.9153,124.7883,84.092,70,99,1.64,PH,1698041650
485,mar del plata,-38.0023,-57.5575,57.092,98,100,1.34,AR,1698041607
486,oxelosund,58.6706,17.1015,43.17800000000007,93,75,2.57,SE,1698041650
487,frontera,26.9333,-101.45,76.892,62,95,0.89,MX,1698041650
488,tezu,27.9167,96.1667,82.058,32,42,1.15,IN,1698041415
489,sirjan,29.452,55.6814,69.09800000000003,15,0,1.02,IR,1698041651
490,idri,27.5,13.2667,78.09800000000003,19,13,2.91,LY,1698041651
491,sao tome,0.3365,6.7273,77.73800000000004,89,100,3.66,ST,1698041651
492,shimanovsk,52.0,127.7,46.23800000000004,41,67,3.58,RU,1698041651
493,wuxi,31.5689,120.2886,77.59400000000008,36,0,2.85,CN,1698041465
494,ulanhot,46.0833,122.0833,68.54000000000002,18,18,6.25,CN,1698041652
495,sirte,31.2089,16.5887,73.36400000000003,63,0,3.42,LY,1698041652
496,mossel bay,-34.1831,22.146,67.92800000000007,64,94,1.5,ZA,1698041652
497,augusto correa,-1.0217,-46.635,78.87200000000004,81,74,2.74,BR,1698041638
498,sosnogorsk,63.6023,53.8817,31.712000000000057,70,96,4.87,RU,1698041652
499,sergeyevka,53.88,67.4158,33.42200000000004,63,59,8.09,KZ,1698041652
500,zyryanovsk,49.7386,84.2719,45.21200000000006,68,100,7.22,KZ,1698041653
501,smithers,54.7804,-127.1743,30.52400000000001,86,75,0.0,CA,1698041653
502,nyurba,63.2842,118.3319,32.57600000000009,97,99,2.98,RU,1698041653
503,buka,40.8108,69.1986,64.61600000000001,55,100,3.16,UZ,1698041653
504,bam,29.106,58.357,80.02400000000002,22,0,1.82,IR,1698041549
505,celendin,-6.8703,-78.1517,53.34800000000003,92,99,0.87,PE,1698041653
506,chaiyaphum,15.75,102.0,89.79800000000003,56,49,4.34,TH,1698041654
507,huarmey,-10.0681,-78.1522,68.41400000000003,88,31,5.01,PE,1698041654
508,tecuala,22.3986,-105.4569,72.392,93,44,1.88,MX,1698041654
509,kalemie,-5.9475,29.1947,79.52000000000007,59,92,0.36,CD,1698041654
510,zaranj,30.9667,61.8833,82.36400000000003,18,4,6.31,AF,1698041654
511,richards bay,-28.783,32.0377,67.316,58,80,3.31,ZA,1698041654
512,mata-utu,-13.2816,-176.1745,82.38200000000002,80,58,5.73,WF,1698041655
513,jaisalmer,26.9147,70.9181,87.99800000000002,31,9,2.41,IN,1698041655
514,souillac,-20.5167,57.5167,82.058,65,10,4.9,MU,1698041655
515,cerro largo,-28.1486,-54.7381,73.07600000000009,87,99,3.26,BR,1698041655
516,russellville,35.2784,-93.1338,66.34400000000008,46,0,1.54,US,1698041655
517,robertsport,6.7533,-11.3686,77.48600000000008,86,39,1.4,LR,1698041655
518,lionel town,17.8101,-77.2406,84.092,92,87,1.8,JM,1698041656
519,kujama,10.4542,7.6368,68.37800000000007,45,68,1.43,NG,1698041656
520,puerto baquerizo moreno,-0.9,-89.6,73.74199999999999,82,86,6.08,EC,1698041656
521,nerchinsk,51.9833,116.5833,51.98000000000004,33,1,3.35,RU,1698041656
522,mahdalynivka,48.921,34.9156,60.314000000000036,74,59,3.71,UA,1698041656
523,broome,42.2506,-75.833,43.628000000000064,93,100,3.09,US,1698041657
524,kara-balta,42.8142,73.8481,53.564000000000036,71,99,2.4,KG,1698041657
525,nguigmi,14.2495,13.1092,80.042,24,5,5.12,NE,1698041657
526,labytnangi,66.6572,66.4183,23.84600000000005,85,100,3.28,RU,1698041657
527,quiberon,47.4841,-3.1196,58.19000000000002,86,100,2.24,FR,1698041657
528,aoulef,26.9667,1.0833,80.45600000000003,26,15,3.9,DZ,1698041658
529,san pedro pochutla,15.7333,-96.4667,73.02200000000003,80,97,1.82,MX,1698041658
530,kencong,-8.2833,113.3667,84.61400000000003,65,27,4.72,ID,1698041658
531,crane,31.3974,-102.3501,71.90600000000003,68,100,8.76,US,1698041658
532,margate,51.3813,1.3862,56.89400000000008,87,70,1.34,GB,1698041658
533,tamanrasset,22.785,5.5228,67.91000000000008,21,0,2.57,DZ,1698041658
534,powell,40.1578,-83.0752,37.4,92,0,2.06,US,1698041410
535,conduaga,8.862,117.4893,84.7760000000001,73,72,1.74,PH,1698041659
536,lorengau,-2.0226,147.2712,84.74000000000002,72,88,3.87,PG,1698041659
537,machico,32.7,-16.7667,66.83000000000004,73,40,5.14,PT,1698041659
538,aral,40.5156,81.2636,63.48200000000001,19,34,1.45,CN,1698041659
539,manta,-0.95,-80.7333,76.78399999999999,83,75,4.12,EC,1698041660
540,huilong,31.8111,121.655,74.408,54,2,5.08,CN,1698041660
541,nagqu,31.5,92.0,41.0,32,53,6.26,CN,1698041660
542,balikpapan,-1.2675,116.8289,81.59000000000002,83,20,1.03,ID,1698041660
543,sokoni,-6.4333,39.55,80.24000000000002,74,8,3.12,TZ,1698041420
544,dongning,44.0622,131.1207,62.13200000000002,28,0,3.07,CN,1698041660
545,berriane,32.8265,3.7669,67.01000000000008,34,0,3.86,DZ,1698041661
546,coahuayana de hidalgo,18.7,-103.6583,74.42600000000009,92,99,1.55,MX,1698041661
547,pingliang,35.5392,106.6861,65.48000000000005,43,0,2.31,CN,1698041661
548,saint croix,17.7397,-64.7388,79.25,89,0,0.45,VI,1698041550
549,datong,40.0936,113.2914,65.28200000000001,19,28,6.7,CN,1698041447
550,cooma,-36.2333,149.1333,71.97800000000007,30,2,3.65,AU,1698041662
551,dingli,35.8614,14.3822,70.808,83,0,4.63,MT,1698041662
552,argo,37.6333,22.7333,67.78399999999999,41,22,1.37,GR,1698041428
553,el calafate,-50.3408,-72.2768,41.86400000000003,70,4,3.48,AR,1698041662
554,katsuura,35.1333,140.3,68.91800000000009,56,86,3.01,JP,1698041662
